stop_id;STOP_NAME
TRN:SA:DUA8754525;ATHIS-MONS
RTP:SA:4376557;BELLE ETOILE
RTP:SA:3759112;BELLE ETOILE - LA POMPE
RTP:SA:4377199;BUISSON
RTP:SA:4378147;CARON
RTP:SA:3759096;CENTRE ADMINISTRATIF
RTP:SA:4378198;CHATEAU D'ABLON
RTP:SA:4364145;CIMETIERE D'ATHIS-MONS
RTP:SA:4364132;CITE MOZART
RTP:SA:4378174;CLOS DE BRETIGNY
RTP:SA:4373023;CLOS NOLLET
RTP:SA:4373031;COQUELICOTS
RTP:SA:4378159;COTTAGE
RTP:SA:4364130;COUBERTIN
RTP:SA:4378144;DAGOBERT
RTP:SA:4373025;DELALANDE PASTEUR
RTP:SA:3759104;DOCTEUR GUERIN
RTP:SA:4373008;ESPACE MICHELET
RTP:SA:3759089;FROIDES BOUILLIES
RTP:SA:4378149;GUNSBOURG
RTP:SA:4373033;JARDINIERS
RTP:SA:4364142;LA POSTE
RTP:SA:4378151;LES FONTAINES
RTP:SA:4373010;LES OISEAUX
RTP:SA:3759105;LYCEES PAGNOL ET MONNET
RTP:SA:4376561;MARCHE DES GRAVILLIERS
RTP:SA:4376559;MARX DORMOY
RTP:SA:4373012;MUTUALITE
RTP:SA:4373011;NORMANN
RTP:SA:4373006;NOYER RENARD
RTP:SA:4373018;PANORAMA
RTP:SA:4364143;PLACE DE L'EGLISE
RTP:SA:4378173;PLACE DE MONS
RTP:SA:4364125;PLACE HENRI DEUDON
RTP:SA:4373034;PLEIN MIDI
RTP:SA:4284896;PORTE DE L'ESSONNE
RTP:SA:4373016;PRESIDENT DENIS
RTP:SA:4373032;PROGRES
RTP:SA:4378155;PROVENCE
RTP:SA:3732145;PYRAMIDE DE JUVISY
RTP:SA:4378200;RUE D'ABLON
RTP:SA:4364144;SAINT-CHARLES
RTP:SA:4378177;SEMBAT
RTP:SA:4373014;TROIS ORMES
RTP:SA:4378196;ZA LES GUYARDS
TRN:SA:DUA8768143;BALLANCOURT-SUR-ESSONNE
TRN:SA:DUA8739354;BIEVRES
TRN:SA:DUA8768440;BOIGNEVILLE
TRN:SA:DUA8768213;BOUSSY-SAINT-ANTOINE
TRN:SA:DUA8768147;BOUTIGNY
TRN:SA:DUA8754519;BRETIGNY-SUR-ORGE
TRN:SA:DUA8754548;BREUILLET - BRUYERES-LE-CHATEL
TRN:SA:DUA8754549;BREUILLET VILLAGE
TRN:SA:DUA8768212;BRUNOY
TRN:SA:DUA8768151;BUNO-BONNEVAUX - GIRONVILLE-SUR-ESSONNE
RTP:SA:2011;BURES-SUR-YVETTE
RTP:SA:1914;LA HACQUINIERE
TRN:SA:DUA8754515;CHAMARANDE
RTP:SA:3757185;BUTTE CHAUMONT
RTP:SA:3757187;LA FONTAINE
RTP:SA:3757189;MAIRIE DE CHAMPLAN
RTP:SA:3757191;PETIT CHAMPLAN
RTP:SA:3757193;ROUTE DE VERSAILLES N0 21-30
RTP:SA:4890560;BEAUREGARD
TRN:SA:DUA8739363;CHILLY-MAZARIN
RTP:SA:4890564;CHILLY-MAZARIN DIVISION LECLERC
RTP:SA:4890572;CHILLY-MAZARIN RER
RTP:SA:3764868;CIMETIERE DE WISSOUS
RTP:SA:3757965;COLLEGE DE CHILLY-MAZARIN
RTP:SA:4890566;ELISEE RECLUS
RTP:SA:4890568;GRAND JARDIN
RTP:SA:3759071;PLACE DE LA LIBERATION
RTP:SA:3757960;ROUTE DE MASSY - LES CHAMPARTS
RTP:SA:4890574;RUE DE CHILLY
RTP:SA:4890570;SAINT-ELOI
RTP:SA:4890554;VIEILLE REMISE
TRN:SA:DUA8768100;CORBEIL-ESSONNES
TRN:SA:DUA8768160;CORBEIL-ESSONNES ROBINSON
TRN:SA:DUA8768162;LE PLESSIS CHENET
TRN:SA:DUA8768140;MOULIN GALANT
TRN:SA:DUA8799063;LA JUSTICE
TRN:SA:DUA8768163;LE COUDRAY-MONTCEAUX
TRN:SA:DUA8754552;DOURDAN
TRN:SA:DUA8754017;DOURDAN LA FORET
TRN:SA:DUA8754547;EGLY
RTP:SA:3732115;GARE D'EPINAY-SUR-ORGE RER
TRN:SA:DUA8739365;PETIT VAUX
TRN:SA:DUA8754535;SAINT-MARTIN D'ETAMPES
TRN:SA:DUA8754513;ETAMPES
TRN:SA:DUA8754514;ETRECHY
TRN:SA:DUA8768139;LE BRAS DE FER
TRN:SA:DUA8768136;EVRY
TRN:SA:DUA8768138;EVRY - COURCOURONNES
TRN:SA:DUA8768145;LA FERTE-ALAIS
RTP:SA:1988;COURCELLE-SUR-YVETTE
RTP:SA:2078;GIF-SUR-YVETTE
TRN:SA:DUA8768137;GRIGNY
TRN:SA:DUA8754512;GUILLERVAL
RTP:SA:3764238;CENT MARCHES
TRN:SA:DUA8739356;IGNY
RTP:SA:3908749;IGNY RER
RTP:SA:3764243;JULES FERRY - REPUBLIQUE
RTP:SA:3908745;KENNEDY - BELLEVUE
RTP:SA:3764244;LA FERME
RTP:SA:3764240;LE GYMNASE
RTP:SA:3908747;MAIRIE D'IGNY
RTP:SA:3908743;ROND-POINT DES VALLEES
RTP:SA:3764257;RUCHERES
RTP:SA:3764239;YVETTE
RTP:SA:3764258;ZI LAVOISIER
RTP:SA:3732147;BOTHEREL
RTP:SA:3732144;CIMETIERE DE JUVISY-SUR-ORGE
RTP:SA:4377204;DEBUSSY - CHAMPAGNE
RTP:SA:4377209;ECOLE JEAN JAURES
RTP:SA:4377222;GUYNEMER
RTP:SA:4364138;HOTEL DE POLICE
RTP:SA:3759108;JUVISY RER
TRN:SA:DUA8754524;JUVISY-SUR-ORGE
RTP:SA:4376566;MAIRIE DE JUVISY
RTP:SA:3732204;MARCHE DE JUVISY
RTP:SA:3732208;OBSERVATOIRE CAMILLE FLAMMARION
RTP:SA:4377203;PALOMBES
RTP:SA:3732154;PARC DES GROTTES
RTP:SA:4376568;PIVER
RTP:SA:4377201;PLACE GUYNEMER
RTP:SA:4377220;PLACE HENRI BARBUSSE
RTP:SA:4377206;SQUARE CHEVEAUX
RTP:SA:3732148;TERRASSE
RTP:SA:3732155;THIERS
RTP:SA:4377221;VIOLETTES
TRN:SA:DUA8754517;BOURAY-SUR-JUINE
TRN:SA:DUA8754516;LARDY
RTP:SA:3757197;CANAL DE L'YVETTE
RTP:SA:3757231;DOCTEUR CATHELIN
TRN:SA:DUA8739364;GRAVIGNY BALIZY
RTP:SA:3757227;HOPITAL DE LONGJUMEAU
RTP:SA:4890577;LEONTINE SOHIER
RTP:SA:3757229;LES ARCADES
RTP:SA:4890580;LES COTEAUX
TRN:SA:DUA8739361;LONGJUMEAU
RTP:SA:3757195;PLACE CHARLES STEBER
RTP:SA:3757233;RESIDENCE FONTANGES
RTP:SA:3757235;RESIDENCE LA ROCADE
TRN:SA:DUA8768148;MAISSE
TRN:SA:DUA8754518;MAROLLES-EN-HUREPOIX
RTP:SA:3759055;08-mai-45
RTP:SA:4314768;AMPERE NORD
RTP:SA:4314740;AMPERE SUD
RTP:SA:4036605;AUSTRALIE
RTP:SA:3759056;AVENUE DE L'EUROPE - CENTRE COMMERCIAL
RTP:SA:3764191;AVENUE SAINT-MARC
RTP:SA:4314798;BIARRITZ
RTP:SA:3764112;BOULEVARD DU 1ER MAI
RTP:SA:3764229;CENTRE AIR FRANCE
RTP:SA:4967551;CENTRE SPORTIF LIONEL TERRAY
RTP:SA:3759048;CHEMIN DES FEMMES
RTP:SA:4314743;CIMETIERE DE MASSY
RTP:SA:3764224;CLOS DE VILLAINE
RTP:SA:3764114;EMILE ZOLA
RTP:SA:4314746;GALVANI NORD
RTP:SA:4314744;GALVANI SUD
RTP:SA:3764110;GEORGES MANDEL
RTP:SA:3764357;HELENE BOUCHER
RTP:SA:4967552;KENNEDY - BOURGOGNE
RTP:SA:3759058;LA BONDE
RTP:SA:3759053;LA TUILERIE
RTP:SA:3764260;LA VIEILLE VIGNE
RTP:SA:3764856;LES FRERES VOISIN
RTP:SA:3764104;LES RUELLES
RTP:SA:3764108;LYCEE DE VILGENIS
RTP:SA:3764208;LYCEE FUSTEL DE COULANGES
RTP:SA:3759050;MAIRIE DE MASSY
RTP:SA:3764020;MASSY - OPERA-THEATRE
RTP:SA:4314766;MASSY-OPERA THEATRE
RTP:SA:1809;MASSY-PALAISEAU
RTP:SA:1810;MASSY-VERRIERES
RTP:SA:3764196;MOSCOU-ROME
RTP:SA:3764234;PARC DE L'EFFORT MUTUEL
RTP:SA:3764013;PERIGORD
RTP:SA:4314803;PETIT MASSY
RTP:SA:4314764;PLACE DE FRANCE
RTP:SA:3764106;PRESIDENT ALLENDE
RTP:SA:3764186;PRESIDENT JOHN FITZGERALD KENNEDY
RTP:SA:3764218;RAYMOND ARON
RTP:SA:3764231;ROND-POINT DU PILEU
RTP:SA:3757958;RUE DES FLEURS
RTP:SA:3764259;RUE DU PILEU
RTP:SA:4036598;SAUSSAYE - MIRABEAU
RTP:SA:3757956;ZAC DU PEROU
TRN:SA:DUA8768141;MENNECY
TRN:SA:DUA8754511;MONNERVILLE
TRN:SA:DUA8768210;MONTGERON - CROSNE
RTP:SA:4373712;COMMISSARIAT DE SAVIGNY-SUR-ORGE
RTP:SA:4373708;DOCTEUR SCHWEITZER
RTP:SA:4373706;EIFFEL - LESSEPS
RTP:SA:3759080;GABRIEL FONTAINE
RTP:SA:3759073;L'AVENIR
RTP:SA:4373710;LE MONTOIRE
RTP:SA:3759083;LE STADE
RTP:SA:4373696;LYCEE DE MORANGIS
RTP:SA:3759081;MAIRIE DE MORANGIS
RTP:SA:3764880;PIERRE BROSSOLETTE
RTP:SA:3764879;PIERRE LOTI
RTP:SA:4373702;PLACE LUCIEN BOILLEAU
RTP:SA:3759085;RUE DE LA PAIX
RTP:SA:4373704;RUE DE SAVIGNY
RTP:SA:1924;LE GUICHET
RTP:SA:1771;ORSAY-VILLE
RTP:SA:4035049;PLACE DE LA REPUBLIQUE-ORSAY RER
RTP:SA:3757178;BARBUSSE-BAUDOT
RTP:SA:3757179;COSMONAUTES-FLAUBERT
RTP:SA:3757181;COSMONAUTES-STALINGRAD
RTP:SA:4035054;EDOUARD BRANLY-PALAISEAU RER
RTP:SA:1865;LOZERE
RTP:SA:3764236;MARCHE DU PILEU
RTP:SA:1775;PALAISEAU
RTP:SA:1776;PALAISEAU VILLEBON
RTP:SA:3757183;PIERRE CURIE
RTP:SA:4284898;AEROPORT D'ORLY
RTP:SA:4284902;CAROLINE AIGLE (ORLYFRET)
RTP:SA:4378129;CENTRE COMMERCIAL - RIGOLET
RTP:SA:4377186;CENTRE SPORTIF
RTP:SA:4439580;COEUR D'ORLY
RTP:SA:4284904;HELENE BOUCHER (ORLYTECH)
RTP:SA:4377188;HENRI BARBUSSE
RTP:SA:4314831;LES AVERNAISES
RTP:SA:4377190;MAIRIE DE PARAY-VIEILLE-POSTE
RTP:SA:4377191;MAXIME VEDY
RTP:SA:3754205;ORLY SUD
RTP:SA:22791;ORLY-OUEST
RTP:SA:22793;ORLY-SUD
RTP:SA:4439576;PARAY-VIEILLE-POSTE PONT DE RUNGIS
TRN:SA:DUA8768135;GRAND BOURG
TRN:SA:DUA8768133;RIS-ORANGIS
TRN:SA:DUA8768134;RIS-ORANGIS BOIS DE L'EPINE
TRN:SA:DUA8754550;SAINT-CHERON
TRN:SA:DUA8754521;SAINTE-GENEVIEVE-DES-BOIS
TRN:SA:DUA8754545;LA NORVILLE - SAINT-GERMAIN-LES-ARPAJON
TRN:SA:DUA8754520;SAINT-MICHEL-SUR-ORGE
RTP:SA:3757199;COLLEGE PABLO PICASSO
RTP:SA:4373717;ALLEMANE - BOILEAU
RTP:SA:3732139;ARISTIDE BRIAND - CHAMPAGNE
RTP:SA:3732123;BILLOIR
RTP:SA:4377617;BOULEVARD DES BELGES
RTP:SA:3732131;BRIAND - SALENGRO
RTP:SA:4373725;CHATEAUBRIAND
RTP:SA:4377619;CIMETIERE DU PLATEAU
RTP:SA:4377621;CITE DES TILLEULS
RTP:SA:3732121;COLLEGE JEAN MERMOZ
RTP:SA:4377641;COLLEGE LES GATINES
RTP:SA:3732127;GARE DE SAVIGNY-SUR-ORGE RER
RTP:SA:4373715;GLYCINES
RTP:SA:3732133;GOUNOD
RTP:SA:3732135;LES PEUPLIERS
RTP:SA:3732137;MARCHE DE SAVIGNY-SUR-ORGE
RTP:SA:4377639;MARGUERITES - SALVADOR ALLENDE
RTP:SA:3732125;MARTINIERE
RTP:SA:4377643;MEUNIERS
RTP:SA:4377629;MONTAGNE PAVEE
RTP:SA:4377645;PERE COINDREAU
RTP:SA:4377623;PLACE DE LA REPUBLIQUE
RTP:SA:4373727;PRES SAINT-MARTIN
RTP:SA:4373713;RESERVOIR
RTP:SA:4377631;RUE DES ARTISTES
RTP:SA:3732141;TOURTERELLES
RTP:SA:4377647;ZAC LES GATINES - CAPITAINE JEAN D'HERS
TRN:SA:DUA8754551;SERMAISE
RTP:SA:3764254;ABBAYE CIMETIERE
RTP:SA:3764247;BOUTON D'OR
RTP:SA:3764252;GRANDS CHAMPS - FAVREUSE
RTP:SA:3764248;LES CASTORS
RTP:SA:3764250;MAIRIE DE VAUHALLAN
RTP:SA:3908751;AMBLAINVILLIERS
RTP:SA:3764117;CARNOT
RTP:SA:3908738;CROIX BELLE AVOINE
RTP:SA:3908740;CROIX PASQUIER
RTP:SA:3764143;D'ESTIENNE D'ORVES - GENERAL LECLERC
RTP:SA:3764121;FOCH - LECLERC
RTP:SA:3764142;FOCH-LECLERC
RTP:SA:3764119;GRANDS CHENES
RTP:SA:3900742;GROUPE SCOLAIRE SOPHIE BARAT
RTP:SA:3764127;LES ANTES
RTP:SA:3908734;MOULIN DE GRAIS
RTP:SA:3764123;PARON
RTP:SA:3908736;RIANTES CITES
RTP:SA:3764141;RUE DES GRILLONS
RTP:SA:3764116;VALLEE DE LA BIEVRE
TRN:SA:DUA8768130;VIGNEUX-SUR-SEINE
TRN:SA:DUA8768161;VILLABE
TRN:SA:DUA8768131;VIRY-CHATILLON
RTP:SA:4314819;CUCHERON
RTP:SA:4314812;DOCTEUR TENINE
RTP:SA:4890543;FRIBOULI
RTP:SA:4314849;JUMELAGE
RTP:SA:4890590;JUMELAGES
RTP:SA:4890546;MAIRIE DE WISSOUS
RTP:SA:4890588;MONDETOUR
RTP:SA:4890552;MONTAVAS
RTP:SA:4314817;MONTJEAN
RTP:SA:4314850;MOUCHEZ
RTP:SA:4890550;VICTOR BALOCHE
RTP:SA:4314810;VILLEMILAN
TRN:SA:DUA8768211;YERRES
RTP:SA:2045;ANTONY
RTP:SA:4314808;ANTONYPOLE
RTP:SA:4967557;AUBEPINE
RTP:SA:3759019;AVENUE DU BOIS DE VERRIERES
RTP:SA:4967544;BACONNETS - MIRABEAU
RTP:SA:4378272;BERNY-RAYMOND ARON
RTP:SA:3764008;BLANCHE DE CASTILLE
RTP:SA:3908683;CARREFOUR DE L'EUROPE
RTP:SA:4967550;CENTRE COMMERCIAL - NOYER DORE
TRN:SA:DUA8754631;CHEMIN D'ANTONY
RTP:SA:3759014;CIMETIERE D'ANTONY
RTP:SA:4967555;COLLEGE DES RABATS
RTP:SA:3764098;COLLEGE LA FONTAINE
RTP:SA:3764092;FERNAND FENZY
RTP:SA:1941;FONTAINE-MICHALON
RTP:SA:3764135;FRANCOIS MOLE
RTP:SA:3764095;GENERAL DE GAULLE - CROIX DE BERNY
RTP:SA:3764133;JULIEN PERIN
RTP:SA:1912;LA CROIX-DE-BERNY
RTP:SA:1853;LES BACONNETS
RTP:SA:4378333;LES COTTAGES
RTP:SA:3764129;LES GODETS
RTP:SA:4890539;LES RABATS
RTP:SA:4890537;LYCEE DESCARTES
RTP:SA:4314806;LYCEE MONOD
RTP:SA:3730670;LYCEE-LES FLEURS
RTP:SA:3764132;MARCEL MAILLARD
RTP:SA:3764089;MARCHE D'ANTONY
RTP:SA:4967549;MONT BLANC
RTP:SA:3764000;MORTEAUX
RTP:SA:3730666;MOUNIE-DIVISION LECLERC
RTP:SA:3763998;NORMANDIE
RTP:SA:1778;PARC DE SCEAUX
RTP:SA:3908684;PARC DE SCEAUX - SOUS-PREFECTURE
RTP:SA:3730669;PONT D'ANTONY
RTP:SA:3759016;RUE DE L'EGLISE - MAIRIE
RTP:SA:4967546;RUE DE MASSY-MIRABEAU
RTP:SA:4035425;ABBE GLATZ
RTP:SA:4542919;ABBE LEMIRE
RTP:SA:4015692;ALMA
RTP:SA:4542872;ASNIERES BORD DE SEINE
RTP:SA:4677647;ASNIERES-18 JUIN 1940
RTP:SA:1662797;ASNIERES-GENNEVILLIERS LES COURTILLES
RTP:SA:4015697;BOURGUIGNONS
RTP:SA:4016864;CAYRON - CHEFSON
RTP:SA:4016861;CHANZY
RTP:SA:4118076;COMETE
RTP:SA:4015690;DUSSAU
RTP:SA:4015904;FLEMING
RTP:SA:3887642;FREYCINET
RTP:SA:1947;GABRIEL-PERI
RTP:SA:4015814;GALLIENI
RTP:SA:4015812;GARE D'ASNIERES
RTP:SA:4016863;GARE DE BOIS-COLOMBES
RTP:SA:4035428;GILLET
RTP:SA:4015694;GUILLEMIN
RTP:SA:4677645;HENRI ROBERT
RTP:SA:1662795;LES AGNETTES
RTP:SA:4015722;LOUIS MELOTTE
RTP:SA:4015816;MAIRIE D'ASNIERES
RTP:SA:4016868;MENIL
RTP:SA:4015906;MOURINOUX
RTP:SA:4542924;OLYMPE DE GOUGES
RTP:SA:4035424;PATINOIRE
RTP:SA:4016634;PIERRE BOUDOU
RTP:SA:4015818;PLACE DES VICTOIRES-MARCHE
RTP:SA:4010714;PLACE VOLTAIRE
RTP:SA:4015902;QUARTIER DES FLEURS
RTP:SA:3887643;QUATRE ROUTES - LA REDOUTE
RTP:SA:4017063;RIVER PLAZA
RTP:SA:4542890;ROUVEYROL
RTP:SA:4118072;RUE DE LA STATION
RTP:SA:4118078;RUE DES CHAMPS
RTP:SA:3619196;ALBERT PETIT
RTP:SA:4473579;AVENUE HENRI GINOUX
RTP:SA:4473645;CIMETIERE DE BAGNEUX
RTP:SA:3442605;CIMETIERE PARISIEN
RTP:SA:3681895;CITE JARDINS
RTP:SA:3619192;COSSON-LONGUET
RTP:SA:3755019;CROIX D'ARCUEIL
RTP:SA:3681881;CUVERONS
RTP:SA:3442616;DAMPIERRE
RTP:SA:3681879;FONTAINE - GUEFFIER
RTP:SA:3730336;GRANGE ORY
RTP:SA:3442613;HOTEL DE VILLE DE BAGNEUX
RTP:SA:3619188;JEAN LONGUET
RTP:SA:3729018;JEAN MARIN NAUDIN
RTP:SA:4889628;JEAN-MARIN NAUDIN
RTP:SA:3619204;LES BAS COQUARTS
RTP:SA:3619198;LES BLAINS
RTP:SA:3619181;LIBERTE
RTP:SA:3681892;MARCEL BONNET
RTP:SA:3619190;MARTYRS DE CHATEAUBRIANT
RTP:SA:3681873;MATHURINS
RTP:SA:4473577;MAURICE ARNOUX
RTP:SA:3619194;PASTEUR-MEUNIERS
RTP:SA:3681867;PLUCHET
RTP:SA:3619200;PORT GALAND
RTP:SA:3681875;PORTE D'EN BAS
RTP:SA:3619184;ROSENBERG
RTP:SA:3442611;RUE DE L'EGALITE
RTP:SA:3619186;RUE DES OLIVETTES
RTP:SA:3442615;RUE FROIDE
RTP:SA:3681877;SENTIER DES BRUGNAUTS
RTP:SA:4458774;VERDUN - PASTEUR
RTP:SA:4274248;AMIRAL COURBET
TRN:SA:DUA8738107;BOIS-COLOMBES
RTP:SA:4274254;CLOAREC - PISCINE
RTP:SA:4274246;CUNY
RTP:SA:4015699;GRAMME
RTP:SA:4274253;HOTEL DE VILLE DE BOIS-COLOMBES
RTP:SA:4274256;JOIGNEAUX - CAMUS
RTP:SA:4016885;LA PAIX
RTP:SA:4024839;LES BRUYERES
RTP:SA:4274261;MICHEL RICARD
RTP:SA:4016856;MOULIN DES BRUYERES
RTP:SA:4687326;ABEL GANCE
RTP:SA:4009192;ALSACE LORRAINE - PORTE DE BOULOGNE
RTP:SA:4008464;ANCIENNE MAIRIE DE BOULOGNE-BILLANCOURT
RTP:SA:4024396;ANDRE MORIZET
RTP:SA:2088;BILLANCOURT
RTP:SA:2005;BOULOGNE PONT DE SAINT-CLOUD
RTP:SA:2004;BOULOGNE-JEAN-JAURES
RTP:SA:4009217;CASTEJA
RTP:SA:3901073;COURS DE L'ILE SEGUIN
RTP:SA:3442579;DANJOU
RTP:SA:4008256;DENFERT ROCHEREAU
RTP:SA:4009191;DENFERT-ROCHEREAU - PORTE DE BOULOGNE
RTP:SA:4009197;DISPENSAIRE SAINT-DENIS
RTP:SA:3681807;DOME
RTP:SA:3681819;EGLISE DE BOULOGNE-BILLANCOURT
RTP:SA:3681818;ESCUDIER-MARCHE
RTP:SA:4009207;GALLIENI - THIERS
RTP:SA:3901071;GENERAL LECLERC
RTP:SA:3952710;HENRI MARTIN
RTP:SA:3681821;HOPITAL AMBROISE PARE
RTP:SA:3442583;HOTEL DE VILLE DE BOULOGNE-BILLANCOURT
RTP:SA:4008458;LA TOURELLE
RTP:SA:4009220;LYCEE EJ MAREY
RTP:SA:1884;MARCEL SEMBAT
RTP:SA:3901075;PARC DE BILLANCOURT
RTP:SA:4009196;PARC DE BOULOGNE - EDMOND DE ROTHSCHILD
RTP:SA:4009194;PARCHAMP
RTP:SA:4009216;PLACE BIR-HAKEIM
RTP:SA:3901079;PLACE JULES GUESDE
RTP:SA:3681803;PONT DE BILLANCOURT
RTP:SA:4834559;PONT DE SEVRES
RTP:SA:4037131;PONT DE SEVRES-METRO
RTP:SA:2343;PONT DE SEVRES
RTP:SA:4009221;PYRAMIDE
RTP:SA:3442575;QUAI DU POINT DU JOUR
RTP:SA:3952708;RENE DESCARTES
RTP:SA:3442587;RHIN ET DANUBE-METRO
RTP:SA:3442590;RHIN ET DANUBE-METRO
RTP:SA:4009189;ROND-POINT ANDRE MALRAUX
RTP:SA:3681813;ROUTE DE LA REINE - JEAN JAURES
RTP:SA:4008261;RUE DE BILLANCOURT
RTP:SA:4008258;RUE DE L'EST
RTP:SA:3877648;RUE DE SEINE
RTP:SA:4008263;RUE DE SILLY
RTP:SA:3681825;RUE DES PINS
RTP:SA:3442577;RUE DU POINT DU JOUR
RTP:SA:4009198;SAINT-DENIS - ANNA JACQUIN
RTP:SA:4009199;SAINT-DENIS - JEAN-BAPTISTE CLEMENT
RTP:SA:4009202;SILLY - GALLIENI
RTP:SA:4009201;SILLY - MORIZET
RTP:SA:4024982;SOUS PREFECTURE
RTP:SA:4024986;STADE DE BOULOGNE-BILLANCOURT
RTP:SA:3681827;STADE ROLAND GARROS
RTP:SA:4009209;THIERS - MAISON DU COMBATTANT
RTP:SA:4009208;THIERS-VAILLANT
RTP:SA:3901130;TRAVERSIERE
RTP:SA:4009187;VICTOR HUGO - GALLIENI
RTP:SA:4687328;VOIE LACTEE
RTP:SA:2006;BOURG-LA-REINE
RTP:SA:4378334;CONDORCET - MAIRIE-RER
RTP:SA:4770131;GALOIS
RTP:SA:3785780;INSTITUT-NOTRE DAME
RTP:SA:4036585;MAIRIE DE BOURG-LA-REINE - CONDORCET
RTP:SA:3785782;MARECHAL DE LATTRE
RTP:SA:3763992;PETIT CHAMBORD - LYCEE LAKANAL
RTP:SA:4036906;PLACE DE LA RESISTANCE - CHARLES DE GAULLE
RTP:SA:3764025;PLACE DE LA RESISTANCE-CHARLES DE GAULLE
RTP:SA:3763989;RUE DU 8 MAI 1945
RTP:SA:3900239;AVENUE GALILEE
RTP:SA:4473505;BUTTE ROUGE - CITE JARDINS
RTP:SA:3908681;CARREFOUR DU 19 MARS 1962
RTP:SA:5091911;CHARLES DEBRY
RTP:SA:3759011;CROIX BLANCHE
RTP:SA:3900218;CYRANO DE BERGERAC
RTP:SA:3900650;DOCTEUR LE SAVOUREUX
RTP:SA:4473438;EDOUARD DEPREUX - ROGER SALENGRO
RTP:SA:3908721;FACULTE DE PHARMACIE
RTP:SA:5121066;FERME DE MALABRY
RTP:SA:3900660;FRANCIS DE PRESSENSE
RTP:SA:3900656;GENERAL DUVAL
RTP:SA:3759012;GRANDE VOIE DES VIGNES - ECOLE CENTRALE
RTP:SA:4473439;HELENE ROEDERER
RTP:SA:3900648;JEAN JAURES
RTP:SA:3908678;LA BRIAUDE
RTP:SA:3908677;LES VALLEES
RTP:SA:3900662;LYCEE POLYVALENT
RTP:SA:4473441;MAIRIE DE CHATENAY-MALABRY
RTP:SA:3900646;MARC SANGNIER
RTP:SA:4473451;MAXIMILIEN ROBESPIERRE
RTP:SA:4473440;PRES HAUTS
RTP:SA:3900644;PROFESSEUR EINSTEIN
RTP:SA:3900479;ROND-POINT DU PETIT CLAMART - RD 906
RTP:SA:4473442;RUE DES VIGNES
RTP:SA:3681930;BERANGER - PETITE ENFANCE
RTP:SA:3909000;CENTRE BUS
RTP:SA:4745122;CENTRE DE CHATILLON
RTP:SA:4458767;CHARTRES - BLANCHARD
RTP:SA:4745118;CHATILLON - MONTROUGE
RTP:SA:1969;CHATILLON MONTROUGE
RTP:SA:3681937;CIMETIERE DE CHATILLON
RTP:SA:3681933;COLLEGE GEORGE SAND
RTP:SA:3681943;CONSERVATOIRE
RTP:SA:3900712;D'ESTIENNE D'ORVES - DIVISION LECLERC
RTP:SA:4745127;DIVISION LECLERC
RTP:SA:3681931;ECOLE MARCEL DORET
RTP:SA:3681953;ETIENNE DEFORGES
RTP:SA:3681945;HENRI GATINOT
RTP:SA:3900624;JEAN-PIERRE TIMBAUD - GABRIEL PERI
RTP:SA:4035234;JEANNE D'ARC
RTP:SA:3681935;LASEGUE
RTP:SA:3900630;LE PLATEAU
RTP:SA:4473468;LES SABLONS
RTP:SA:3619179;MAIRIE DE CHATILLON
RTP:SA:3681919;MARCELIN BERTHELOT
RTP:SA:3681941;MARCHE DE CHATILLON
RTP:SA:3681925;NOTRE-DAME DU CALVAIRE
RTP:SA:4745124;PARC ANDRE MALRAUX
RTP:SA:3900622;PAUL BERT
RTP:SA:3681951;PAUL ELUARD
RTP:SA:3908694;PERROTIN
RTP:SA:3619174;PIERRE SEMARD
RTP:SA:3900715;PIERRELAIS
RTP:SA:4458766;PIERRELAIS - BLANCHARD
RTP:SA:4458765;PIERRELAIS-FONTENAY
RTP:SA:3681927;PISCINE
RTP:SA:3681929;PREVOYANTS
RTP:SA:3619176;REPUBLIQUE - DEFORGES
RTP:SA:3619177;REPUBLIQUE-LIBERTE
RTP:SA:3900618;ROSIERS
RTP:SA:3681923;STADE DE CHATILLON
RTP:SA:4745120;VAUBAN
RTP:SA:4008908;ATRIUM
RTP:SA:5079463;COLLEGE JEAN MOULIN
RTP:SA:4008910;COURS GENERAL DE GAULLE
RTP:SA:4008914;GARE DE CHAVILLE RIVE DROITE
RTP:SA:4008942;GARE DE CHAVILLE RIVE GAUCHE
RTP:SA:4008906;GUILLEMINOT
RTP:SA:5079454;MARIVEL
RTP:SA:4008968;POINTE DE CHAVILLE
RTP:SA:4008912;PUITS SANS VIN
RTP:SA:5079464;SECURITE SOCIALE
RTP:SA:4035293;CENTRE CULTUREL JEAN ARP
RTP:SA:3909032;CENTRE D'ARTS PLASTIQUES - ALBERT CHANOT
RTP:SA:3909070;CHAMPAGNE
RTP:SA:3909059;CIMETIERE COMMUNAL
RTP:SA:3900462;CIMETIERE DE CLAMART
RTP:SA:3681977;CIMETIERE INTERCOMMUNAL
RTP:SA:3900473;CITE DE LA PLAINE
RTP:SA:3877686;CLAMART CITE DE LA PLAINE
RTP:SA:3909076;CRECHE DE NORMANDIE
RTP:SA:4473263;D'ESTIENNE D'ORVES
RTP:SA:3909089;EUGENE BEAUJARD
RTP:SA:4473262;FLEURY
RTP:SA:3909097;FLEURY - TRICOTS
RTP:SA:4473459;FONTENAY-AUX-ROSES DIVISION LECLERC
